year_film,year_ceremony,ceremony,category,canon_category,name,film,winner,title_key
1953,1954,26,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Joseph Ruttenberg,Julius Caesar,False,julius caesar
1953,1954,26,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Joseph C. Brun,Martin Luther,False,martin luther
1953,1954,26,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Frank Planer/Henri Alekan,Roman Holiday,False,roman holiday
1953,1954,26,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),George Folsey,All the Brothers Were Valiant,False,all the brothers were valiant
1953,1954,26,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Edward Cronjager,Beneath the 12-Mile Reef,False,beneath the 12 mile reef
1953,1954,26,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Robert Planck,Lili,False,lili
1953,1954,26,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Leon Shamroy,The Robe,False,the robe
1953,1954,26,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Loyal Griggs,Shane,True,shane
1953,1954,26,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Walter Plunkett,The Actress,False,the actress
1953,1954,26,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Helen Rose/Herschel McCoy,Dream Wife,False,dream wife
1953,1954,26,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Jean Louis,From Here to Eternity,False,from here to eternity
1953,1954,26,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Charles LeMaire/Renie,The President's Lady,False,the president s lady
1953,1954,26,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Edith Head,Roman Holiday,True,roman holiday
1953,1954,26,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Mary Ann Nyberg,The Band Wagon,False,the band wagon
1953,1954,26,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Irene Sharaff,Call Me Madam,False,call me madam
1953,1954,26,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Charles LeMaire/Travilla,How to Marry a Millionaire,False,how to marry a millionaire
1953,1954,26,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Charles LeMaire/Emile Santiago,The Robe,True,the robe
1953,1954,26,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Walter Plunkett,Young Bess,False,young bess
1953,1954,26,DIRECTING,DIRECTING,Fred Zinnemann,From Here to Eternity,True,from here to eternity
1953,1954,26,DIRECTING,DIRECTING,Charles Walters,Lili,False,lili
1953,1954,26,DIRECTING,DIRECTING,William Wyler,Roman Holiday,False,roman holiday
1953,1954,26,DIRECTING,DIRECTING,George Stevens,Shane,False,shane
1953,1954,26,DIRECTING,DIRECTING,Billy Wilder,Stalag 17,False,stalag 17
1953,1954,26,DOCUMENTARY (Feature),DOCUMENTARY (Feature),John Taylor/Leon Clore/Grahame Tharp,The Conquest of Everest,False,the conquest of everest
1953,1954,26,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Walt Disney,The Living Desert,True,the living desert
1953,1954,26,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Castleton Knight,A Queen Is Crowned,False,a queen is crowned
1953,1954,26,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Walt Disney,The Alaskan Eskimo,True,the alaskan eskimo
1953,1954,26,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),John Barnes,The Living City,False,the living city
1953,1954,26,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Army Signal Corps,Operation Blue Jay,False,operation blue jay
1953,1954,26,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),James Carr,They Planted a Stone,False,they planted a stone
1953,1954,26,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),John Healy/John Adams,The Word,False,the word
1953,1954,26,FILM EDITING,FILM EDITING,Irvine (Cotton) Warburton,Crazylegs,False,crazylegs
1953,1954,26,FILM EDITING,FILM EDITING,William Lyon,From Here to Eternity,True,from here to eternity
1953,1954,26,FILM EDITING,FILM EDITING,Otto Ludwig,The Moon Is Blue,False,the moon is blue
1953,1954,26,FILM EDITING,FILM EDITING,Robert Swink,Roman Holiday,False,roman holiday
1953,1954,26,FILM EDITING,FILM EDITING,Everett Douglas,The War of the Worlds,False,the war of the worlds
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Hugo Friedhofer,Above and Beyond,False,above and beyond
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Morris Stoloff/George Duning,From Here to Eternity,False,from here to eternity
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Miklos Rozsa,Julius Caesar,False,julius caesar
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Bronislau Kaper,Lili,True,lili
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Louis Forbes,This Is Cinerama,False,this is cinerama
1953,1954,26,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Adolph Deutsch,The Band Wagon,False,the band wagon
1953,1954,26,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Ray Heindorf,Calamity Jane,False,calamity jane
1953,1954,26,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Alfred Newman,Call Me Madam,True,call me madam
1953,1954,26,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Frederick Hollander/Morris Stoloff,"The 5,000 Fingers of Dr. T",False,the 5 000 fingers of dr t
1953,1954,26,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Andre Previn/Saul Chaplin,Kiss Me Kate,False,kiss me kate
1953,1954,26,MUSIC (Song),MUSIC (Original Song),Herschel Burke Gilbert/Sylvia Fine,The Moon Is Blue,False,the moon is blue
1953,1954,26,MUSIC (Song),MUSIC (Original Song),Nicholas Brodszky/Leo Robin,Small Town Girl,False,small town girl
1953,1954,26,MUSIC (Song),MUSIC (Original Song),Lester Lee/Ned Washington,Miss Sadie Thompson,False,miss sadie thompson
1953,1954,26,MUSIC (Song),MUSIC (Original Song),Sammy Fain/Paul Francis Webster,Calamity Jane,True,calamity jane
1953,1954,26,MUSIC (Song),MUSIC (Original Song),Harry Warren/Jack Brooks,The Caddy,False,the caddy
1953,1954,26,BEST MOTION PICTURE,BEST PICTURE,Buddy Adler,From Here to Eternity,True,from here to eternity
1953,1954,26,BEST MOTION PICTURE,BEST PICTURE,John Houseman,Julius Caesar,False,julius caesar
1953,1954,26,BEST MOTION PICTURE,BEST PICTURE,Frank Ross,The Robe,False,the robe
1953,1954,26,BEST MOTION PICTURE,BEST PICTURE,William Wyler,Roman Holiday,False,roman holiday
1953,1954,26,BEST MOTION PICTURE,BEST PICTURE,George Stevens,Shane,False,shane
1953,1954,26,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Stephen Bosustow,Christopher Crumpet,False,christopher crumpet
1953,1954,26,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Edward Selzer,From A to Z-Z-Z-Z,False,from a to z z z z
1953,1954,26,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,Rugged Bear,False,rugged bear
1953,1954,26,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Stephen Bosustow,The Tell Tale Heart,False,the tell tale heart
1953,1954,26,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,"Toot, Whistle, Plunk and Boom",True,toot whistle plunk and boom
1953,1954,26,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Vincenzo Lucci-Chiarissi,Christ among the Primitives,False,christ among the primitives
1953,1954,26,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),National Film Board of Canada,Herring Hunt,False,herring hunt
1953,1954,26,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Boris Vermont,Joy of Living,False,joy of living
1953,1954,26,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Johnny Green,The Merry Wives of Windsor Overture,True,the merry wives of windsor overture
1953,1954,26,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Jack Eaton,Wee Water Wonders,False,wee water wonders
1953,1954,26,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Walt Disney,Bear Country,True,bear country
1953,1954,26,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Walt Disney,Ben and Me,False,ben and me
1953,1954,26,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Dublin Gate Theatre Productions,Return to Glennascaul,False,return to glennascaul
1953,1954,26,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Otto Lang,Vesuvius Express,False,vesuvius express
1953,1954,26,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Cedric Francis,Winter Paradise,False,winter paradise
1953,1954,26,SOUND RECORDING,SOUND RECORDING,Warner Bros./William A. Mueller,Calamity Jane,False,calamity jane
1953,1954,26,SOUND RECORDING,SOUND RECORDING,Columbia/John P. Livadary,From Here to Eternity,True,from here to eternity
1953,1954,26,SOUND RECORDING,SOUND RECORDING,Metro-Goldwyn-Mayer/A. W. Watkins,Knights of the Round Table,False,knights of the round table
1953,1954,26,SOUND RECORDING,SOUND RECORDING,Universal-International/Leslie I. Carey,The Mississippi Gambler,False,the mississippi gambler
1953,1954,26,SOUND RECORDING,SOUND RECORDING,Paramount/Loren L. Ryder,The War of the Worlds,False,the war of the worlds
1953,1954,26,SPECIAL EFFECTS,VISUAL EFFECTS,Paramount Studio,The War of the Worlds,True,the war of the worlds
1953,1954,26,WRITING (Motion Picture Story),WRITING (Original Story),Beirne Lay Jr.,Above and Beyond,False,above and beyond
1953,1954,26,WRITING (Motion Picture Story),WRITING (Original Story),Alec Coppel,The Captain's Paradise,False,the captain s paradise
1953,1954,26,WRITING (Motion Picture Story),WRITING (Original Story),Louis L'Amour,Hondo,False,hondo
1953,1954,26,WRITING (Motion Picture Story),WRITING (Original Story),Ray Ashley/Morris Engel/Ruth Orkin,Little Fugitive,False,little fugitive
1953,1954,26,WRITING (Motion Picture Story),WRITING (Original Story),Dalton Trumbo,Roman Holiday,True,roman holiday
1953,1954,26,WRITING (Screenplay),WRITING (Adapted Screenplay),Eric Ambler,The Cruel Sea,False,the cruel sea
1953,1954,26,WRITING (Screenplay),WRITING (Adapted Screenplay),Daniel Taradash,From Here to Eternity,True,from here to eternity
1953,1954,26,WRITING (Screenplay),WRITING (Adapted Screenplay),Helen Deutsch,Lili,False,lili
1953,1954,26,WRITING (Screenplay),WRITING (Adapted Screenplay),Ian McLellan Hunter/John Dighton,Roman Holiday,False,roman holiday
1953,1954,26,WRITING (Screenplay),WRITING (Adapted Screenplay),A. B. Guthrie Jr.,Shane,False,shane
1953,1954,26,WRITING (Story and Screenplay),WRITING (Original Screenplay),Betty Comden/Adolph Green,The Band Wagon,False,the band wagon
1953,1954,26,WRITING (Story and Screenplay),WRITING (Original Screenplay),Richard Murphy,The Desert Rats,False,the desert rats
1953,1954,26,WRITING (Story and Screenplay),WRITING (Original Screenplay),Sam Rolfe/Harold Jack Bloom,The Naked Spur,False,the naked spur
1953,1954,26,WRITING (Story and Screenplay),WRITING (Original Screenplay),Millard Kaufman,Take the High Ground,False,take the high ground
1953,1954,26,WRITING (Story and Screenplay),WRITING (Original Screenplay),Charles Brackett/Walter Reisch/Richard Breen,Titanic,True,titanic
1953,1954,26,HONORARY AWARD,HONORARY AWARD,Pete Smith,,True,
1953,1954,26,HONORARY AWARD,HONORARY AWARD,20th Century-Fox Film Corporation,,True,
1953,1954,26,HONORARY AWARD,HONORARY AWARD,Joseph I. Breen,,True,
1953,1954,26,HONORARY AWARD,HONORARY AWARD,Bell and Howell Company,,True,
1953,1954,26,IRVING G. THALBERG MEMORIAL AWARD,IRVING G. THALBERG MEMORIAL AWARD,George Stevens,,True,
1954,1955,27,ACTOR,ACTOR IN A LEADING ROLE,Humphrey Bogart,The Caine Mutiny,False,the caine mutiny
1954,1955,27,ACTOR,ACTOR IN A LEADING ROLE,Marlon Brando,On the Waterfront,True,on the waterfront
1954,1955,27,ACTOR,ACTOR IN A LEADING ROLE,Bing Crosby,The Country Girl,False,the country girl
1954,1955,27,ACTOR,ACTOR IN A LEADING ROLE,James Mason,A Star Is Born,False,a star is born
1954,1955,27,ACTOR,ACTOR IN A LEADING ROLE,Dan O'Herlihy,Adventures of Robinson Crusoe,False,adventures of robinson crusoe
1954,1955,27,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,False,on the waterfront
1954,1955,27,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Karl Malden,On the Waterfront,False,on the waterfront
1954,1955,27,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,The Barefoot Contessa,True,the barefoot contessa
1954,1955,27,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Rod Steiger,On the Waterfront,False,on the waterfront
1954,1955,27,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Tom Tully,The Caine Mutiny,False,the caine mutiny
1954,1955,27,ACTRESS,ACTRESS IN A LEADING ROLE,Dorothy Dandridge,Carmen Jones,False,carmen jones
1954,1955,27,ACTRESS,ACTRESS IN A LEADING ROLE,Judy Garland,A Star Is Born,False,a star is born
1954,1955,27,ACTRESS,ACTRESS IN A LEADING ROLE,Audrey Hepburn,Sabrina,False,sabrina
1954,1955,27,ACTRESS,ACTRESS IN A LEADING ROLE,Grace Kelly,The Country Girl,True,the country girl
1954,1955,27,ACTRESS,ACTRESS IN A LEADING ROLE,Jane Wyman,Magnificent Obsession,False,magnificent obsession
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Nina Foch,Executive Suite,False,executive suite
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Katy Jurado,Broken Lance,False,broken lance
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Eva Marie Saint,On the Waterfront,True,on the waterfront
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Jan Sterling,The High and the Mighty,False,the high and the mighty
1954,1955,27,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,The High and the Mighty,False,the high and the mighty
1954,1955,27,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Hal Pereira/Roland Anderson/Sam Comer/Grace Gregory,The Country Girl,False,the country girl
1954,1955,27,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Cedric Gibbons/Edward Carfagno/Edwin B. Willis/Emile Kuri,Executive Suite,False,executive suite
1954,1955,27,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Max Ophuls,Le Plaisir,False,le plaisir
1954,1955,27,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Richard Day,On the Waterfront,True,on the waterfront
1954,1955,27,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Hal Pereira/Walter Tyler/Sam Comer/Ray Moyer,Sabrina,False,sabrina
1954,1955,27,ART DIRECTION (Color),ART DIRECTION (Color),Cedric Gibbons/Preston Ames/Edwin B. Willis/Keogh Gleason,Brigadoon,False,brigadoon
1954,1955,27,ART DIRECTION (Color),ART DIRECTION (Color),Lyle Wheeler/Leland Fuller/Walter M. Scott/Paul S. Fox,Desiree,False,desiree
1954,1955,27,ART DIRECTION (Color),ART DIRECTION (Color),Hal Pereira/Roland Anderson/Sam Comer/Ray Moyer,Red Garters,False,red garters
1954,1955,27,ART DIRECTION (Color),ART DIRECTION (Color),Malcolm Bert/Gene Allen/Irene Sharaff/George James Hopkins,A Star Is Born,False,a star is born
1954,1955,27,ART DIRECTION (Color),ART DIRECTION (Color),John Meehan/Emile Kuri,"20,000 Leagues under the Sea",True,20 000 leagues under the sea
1954,1955,27,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),John F. Warren,The Country Girl,False,the country girl
1954,1955,27,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),George Folsey,Executive Suite,False,executive suite
1954,1955,27,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Boris Kaufman,On the Waterfront,True,on the waterfront
1954,1955,27,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),John Seitz,Rogue Cop,False,rogue cop
1954,1955,27,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Charles Lang Jr.,Sabrina,False,sabrina
1954,1955,27,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Leon Shamroy,The Egyptian,False,the egyptian
1954,1955,27,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Robert Burks,Rear Window,False,rear window
1954,1955,27,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),George Folsey,Seven Brides for Seven Brothers,False,seven brides for seven brothers
1954,1955,27,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),William V. Skall,The Silver Chalice,False,the silver chalice
1954,1955,27,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Milton Krasner,Three Coins in the Fountain,True,three coins in the fountain
1954,1955,27,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Georges Annenkov/Rosine Delamare,The Earrings of Madame de...,False,the earrings of madame de
1954,1955,27,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Helen Rose,Executive Suite,False,executive suite
1954,1955,27,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Christian Dior,Indiscretion of an American Wife,False,indiscretion of an american wife
1954,1955,27,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Jean Louis,It Should Happen to You,False,it should happen to you
1954,1955,27,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Edith Head,Sabrina,True,sabrina
1954,1955,27,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Irene Sharaff,Brigadoon,False,brigadoon
1954,1955,27,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Charles LeMaire/René Hubert,Desiree,False,desiree
1954,1955,27,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Sanzo Wada,Gate of Hell,True,gate of hell
1954,1955,27,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Jean Louis/Mary Ann Nyberg/Irene Sharaff,A Star Is Born,False,a star is born
1954,1955,27,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Charles LeMaire/Travilla/Miles White,There's No Business Like Show Business,False,there s no business like show business
1954,1955,27,DIRECTING,DIRECTING,George Seaton,The Country Girl,False,the country girl
1954,1955,27,DIRECTING,DIRECTING,William Wellman,The High and the Mighty,False,the high and the mighty
1954,1955,27,DIRECTING,DIRECTING,Elia Kazan,On the Waterfront,True,on the waterfront
1954,1955,27,DIRECTING,DIRECTING,Alfred Hitchcock,Rear Window,False,rear window
1954,1955,27,DIRECTING,DIRECTING,Billy Wilder,Sabrina,False,sabrina
1954,1955,27,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Guy Glover,The Stratford Adventure,False,the stratford adventure
1954,1955,27,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Walt Disney,The Vanishing Prairie,True,the vanishing prairie
1954,1955,27,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Otto Lang,Jet Carrier,False,jet carrier
1954,1955,27,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Morrie Roizman,Rembrandt: A Self-Portrait,False,rembrandt a self portrait
1954,1955,27,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),World Wide Pictures/Morse Films,Thursday's Children,True,thursday s children
1954,1955,27,FILM EDITING,FILM EDITING,William A. Lyon/Henry Batista,The Caine Mutiny,False,the caine mutiny
1954,1955,27,FILM EDITING,FILM EDITING,Ralph Dawson,The High and the Mighty,False,the high and the mighty
1954,1955,27,FILM EDITING,FILM EDITING,Gene Milford,On the Waterfront,True,on the waterfront
1954,1955,27,FILM EDITING,FILM EDITING,Ralph E. Winters,Seven Brides for Seven Brothers,False,seven brides for seven brothers
1954,1955,27,FILM EDITING,FILM EDITING,Elmo Williams,"20,000 Leagues under the Sea",False,20 000 leagues under the sea
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Max Steiner,The Caine Mutiny,False,the caine mutiny
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Larry Adler,Genevieve,False,genevieve
