nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm3686896,David G. Evans,\N,\N,"director,writer,casting_department","tt6512428,tt1544600,tt10034044"
nm3687830,Rick Alverson,1971,\N,"director,writer,editor","tt7950334,tt3343784,tt2112293"
nm3687877,Colm O'Leary,\N,\N,"actor,writer","tt2112293,tt7950334,tt1693790,tt1549050"
nm3688913,Mario Fratti,\N,2023,writer,"tt0875034,tt0301097,tt27102862,tt1598839"
nm3688945,Phil Leeming,\N,1962,writer,tt1392197
nm3690965,Reinhard Denke,\N,\N,"writer,sound_department,producer","tt11342912,tt9827650,tt3268668"
nm3692838,Xiros Thanos,\N,\N,writer,"tt3259474,tt1545489"
nm3694107,Abhimanyu Mukherjee,\N,\N,"writer,director,actor","tt15353948,tt14260908,tt1954818,tt10244472"
nm3694606,C.A. Cooper,\N,\N,"director,producer,writer","tt30824675,tt26316935,tt27302381,tt2935390"
nm3695991,Gianluca Jodice,1973,\N,"director,writer,assistant_director","tt27641422,tt10290352,tt6155190,tt1552737"
nm3696683,Megan McDonald,\N,\N,"miscellaneous,writer,producer","tt1547230,tt32128382,tt35100345,tt1797631"
nm3697679,Richard Phillips,\N,\N,writer,"tt1535109,tt1630762,tt0103396,tt1553686"
nm3701304,Jami,\N,\N,"producer,writer,director","tt3334374,tt3395608,tt6281540,tt8302986"
nm3702629,Owen Dennis,1987,\N,"writer,art_department,actor","tt8146754,tt1710308,tt28230655,tt6212344"
nm3703846,Tine Byrckel,\N,\N,writer,tt1549589
nm3704744,Rajesh Bajaj,\N,\N,"director,writer,producer","tt3176310,tt2560098,tt1255873,tt27491261"
nm3705604,Daniel Welbat,1989,\N,"miscellaneous,actor,writer","tt30144839,tt9032400,tt5500218,tt10954600"
nm3707038,Andro Sakvarelidze,\N,\N,"writer,director,actor","tt1543701,tt3118664,tt1557209"
nm3708056,Dan Sinclair,\N,\N,"writer,actor,director","tt15061632,tt13833876,tt2308822,tt12038670"
nm3708517,Ayberk Sak,\N,\N,"writer,director,cinematographer","tt37172523,tt6721848,tt8061070,tt27262491"
nm3709364,Simon Moutaïrou,\N,\N,"writer,director","tt10341034,tt1793239,tt4428728,tt27737203"
nm3713962,Indie,\N,\N,"writer,music_department,soundtrack",tt1092005
nm3714249,AJ Perez,\N,\N,"producer,writer,actor","tt4519400,tt5143950,tt6230624,tt9764336"
nm3715507,Ritu Kamal Singh,\N,\N,"producer,actress,director","tt2492664,tt20518220,tt4637878,tt1559035"
nm3717748,Sarah Scougal,\N,\N,"producer,miscellaneous,writer","tt4518260,tt8074486,tt2667380,tt1935302"
nm3718302,Matt Bell,\N,\N,"director,producer,cinematographer","tt5108870,tt4495098,tt10548174,tt32141377"
nm3718935,Neil Breen,1958,\N,"miscellaneous,director,writer","tt2332623,tt1561457,tt8196068,tt24786094"
nm3719468,Sang-don Kim,\N,\N,writer,"tt0386064,tt2554270,tt1565043"
nm3719533,Jourdan McClure,\N,\N,"director,producer,writer","tt1942828,tt8430676,tt1560978,tt2543422"
nm3719540,Han Ji-hoon,\N,\N,writer,"tt0386064,tt0485552,tt10892802,tt1565043"
nm3721662,Nilesh Maniyar,\N,\N,"assistant_director,writer,producer","tt2929690,tt8902990,tt33492260,tt1274295"
nm3722546,Gareth Dunnet-Alcocer,\N,\N,"writer,director,producer","tt9362930,tt3184516,tt5941692,tt30227792"
nm3722800,Casey Twenter,\N,\N,"writer,producer,director",tt1798243
nm3724393,Suzanne Hillinger,\N,\N,"producer,director,editorial_department","tt3102732,tt13065386,tt8629150,tt0364151"
nm3724453,Randall Norman DeSoto,\N,\N,"writer,producer",tt1560957
nm3724977,Nicole D'Angelo,\N,\N,"actress,producer,director","tt27799434,tt12283738,tt11343320,tt19365442"
nm3728575,Lee Yong-ju,\N,\N,"director,writer,producer","tt1535472,tt2337981,tt13316722,tt8959822"
nm3728858,Andrew Lewis,\N,\N,writer,tt1554414
nm3729598,Lauren Kate,1981,\N,"writer,producer,actress","tt1564777,tt22776032,tt4323460,tt9201946"
nm3729620,Austyn Jeffs,\N,\N,"director,actor,writer","tt6163094,tt1588878,tt1565421,tt3469346"
nm3730394,Cüneyt Ceylan,\N,\N,"producer,writer","tt1567312,tt4460786,tt4895614,tt5352034"
nm3730462,Isabelle Funaro,\N,\N,"actress,writer","tt1473357,tt0302346,tt2293138,tt2061560"
nm3730725,Peter Middleton,\N,\N,"producer,director,writer","tt5117222,tt3533352,tt6520854,tt10193752"
nm3732804,Michael Koehler,\N,\N,"writer,sound_department,producer","tt1623172,tt3438700,tt5022680,tt3278970"
nm3733073,Murat Emir Eren,1982,\N,"writer,director,actor","tt12858924,tt1570538,tt21435250,tt7843954"
nm3733146,Babu Sivan,1966,2020,"writer,director","tt1570732,tt1228931"
nm3733407,Adam Patrick Foster,1980,\N,"writer,assistant_director,producer","tt1890375,tt3511822,tt1570983,tt3512600"
nm3735802,Tunç Sahin,1978,\N,"director,writer,producer","tt12907978,tt7404870,tt3971732,tt34605805"
nm3736022,Titus Paar,1984,\N,"director,writer,producer","tt37053332,tt4616250,tt20495070,tt9311210"
nm3737068,David Bruce Taylor,\N,\N,"actor,producer,writer","tt1288506,tt4603150,tt2462722,tt1772926"
nm3738224,John Rushing,\N,\N,"actor,producer,legal","tt0069658,tt7146326,tt2081274,tt1551632"
nm3738225,Nikoloz Marri,\N,\N,"actor,writer","tt1543701,tt3229048"
nm3739738,Michael Laicini,\N,\N,"producer,director,writer","tt9213244,tt1650494,tt36953068,tt6038130"
nm3741595,Sean Ryan,\N,\N,"writer,producer,director","tt4510398,tt4177822,tt4776564,tt10303892"
nm3742814,Sylvain Estibal,\N,\N,"writer,director","tt1735200,tt37646592,tt1234542,tt0390699"
nm3742962,Marina Rice Bader,\N,\N,"director,writer,producer","tt4116388,tt3546114,tt3054840,tt1575539"
nm3743230,Bogachan Dündar,1970,\N,director,"tt1567312,tt14164194"
nm3743617,Philippe Lacheau,1980,\N,"actor,writer,director","tt3013602,tt13774454,tt5657028,tt1465487"
nm3743828,Clare Niederpruem,1986,\N,"director,actress,miscellaneous","tt17542540,tt6495094,tt37891014,tt39276947"
nm3745186,Aditya Kripalani,\N,\N,"writer,director,producer","tt5983262,tt13860794,tt11328542,tt35517755"
nm3745191,Dylan Southern,\N,\N,"director,writer,editor","tt27773954,tt2124908,tt1565434,tt16378298"
nm3745731,Bogdan Mirica,1978,\N,"writer,director,producer","tt5088794,tt1956448,tt18557754,tt4269716"
nm3745774,Sarah Carbiener,\N,\N,"producer,writer,production_department","tt3228420,tt13159924,tt7008682,tt9787532"
nm3748060,Jenna Lyng Adams,\N,\N,"actress,producer,writer","tt7255502,tt3219194,tt4255196,tt6111130"
nm3751237,Talip Ertürk,1983,\N,"director,writer,producer",tt1570538
nm3752361,Maciej Pawlicki,1959,\N,"writer,director,actor","tt27744819,tt6038600,tt9546624,tt1581305"
nm3754335,Maja Öman,\N,\N,writer,tt0961066
nm3756395,E.D. Baker,\N,\N,writer,tt0780521
nm3756719,Will Lovelace,\N,\N,"director,sound_department","tt16378298,tt1565434,tt2124908,tt5516692"
nm3759342,T.P. Rajeevan,\N,2022,"writer,music_department","tt1573478,tt3837180"
nm3759665,Robert Mac,\N,\N,"producer,director,writer","tt1227378,tt4579212,tt5656894,tt13483858"
nm3760050,Mupalaneni Shiva,\N,\N,director,"tt1579768,tt1579758,tt1601798"
nm3760126,Mez Tharatorn,\N,\N,"director,writer,producer","tt4222718,tt2191394,tt13393728,tt37846333"
nm3761254,Sopana Chaowwiwatkul,\N,\N,writer,"tt2063782,tt3500528,tt9105014,tt1521846"
nm3762202,Joonas Neuvonen,\N,\N,"director,writer,cinematographer","tt1584813,tt12938038"
nm3762687,Stephen Meier,\N,\N,"writer,producer,director","tt37061048,tt37539032,tt27697761,tt1578265"
nm3764055,Emil Nygaard Albertsen,1988,\N,"writer,script_department,actor","tt6742252,tt9421570,tt27496775,tt9319668"
nm3764663,Brian Misakian,\N,\N,"actor,writer,cinematographer","tt3797142,tt3237344,tt1584938,tt3699332"
nm3765994,Rohan Mirchandaney,\N,\N,"actor,writer,camera_department","tt11640018,tt5461944,tt7298596,tt4024210"
nm3766729,Honobu Yonezawa,\N,\N,"writer,script_department","tt1586753,tt5573852,tt39602215,tt30844357"
nm3768058,Paolo Cucchiarelli,\N,\N,writer,"tt1565068,tt8388054"
nm3769076,Abu Shahed Emon,\N,\N,"producer,writer,director","tt4088328,tt28284815,tt8958304,tt15433040"
nm3770459,Nejc Gazvoda,1985,\N,"writer,director,editor","tt1956534,tt2917916,tt19768220,tt1587194"
nm3770661,Woodrow Wilson Hancock III,\N,\N,"producer,writer,actor","tt4966046,tt1987681"
nm3770838,Natalya Vorozhbit,\N,\N,"writer,actor,producer","tt8126172,tt22031152,tt7691572,tt5890460"
nm3770947,Sean Breathnach,\N,\N,"director,writer,editor","tt5060166,tt27673299,tt18986794,tt10622126"
nm3771227,Guillermo Amoedo,\N,\N,"writer,director,producer","tt2238470,tt1784603,tt6830412,tt3605418"
nm3771577,Stacey Menear,\N,\N,"writer,script_department","tt3882082,tt9173418,tt1587420,tt10550904"
nm3773893,Sydney J. Bounds,\N,\N,writer,"tt1709143,tt0086814"
nm3774651,Asli Zengin,1976,\N,"writer,production_designer","tt3477480,tt4015496,tt1587263,tt8478162"
nm3774970,Serge Levin,\N,\N,"actor,producer,writer","tt4123650,tt3556410,tt5985528,tt5740306"
nm3778652,Lyndsey Turner,\N,\N,director,"tt4476736,tt26458443"
nm3778704,Oskars Rupenheits,\N,\N,"writer,director,producer","tt7953814,tt38573816,tt32916088,tt20548586"
nm3779904,Alper Ozyurtlu,\N,\N,"producer,visual_effects,director","tt1589427,tt3622178,tt2269122,tt7642878"
nm3779913,Anand Yadav,1935,2016,"writer,music_department","tt1590129,tt0155324"
nm3780163,Chris Briant,\N,\N,"director,actor,editor","tt6190050,tt15375008,tt2396953,tt1591504"
nm3781329,Michael Lehman,\N,\N,writer,tt1591504
nm3782063,Kanae Minato,\N,\N,"writer,actress","tt1590089,tt5323642,tt3096712,tt7112168"
nm3782769,Peter Stamm,1963,\N,"writer,actor","tt13279528,tt4179950,tt1949168,tt3087200"
nm3783693,Aidas Puklevicius,\N,\N,writer,"tt1592292,tt6379990,tt4872572,tt21960994"
nm3784276,Mitesh Shah,\N,\N,"writer,miscellaneous,producer","tt8239946,tt1592294,tt9537274,tt8427036"
nm3786304,Nirpal Bhogal,\N,\N,"director,writer","tt2701582,tt15536118,tt1548850,tt11958610"
nm3788242,Benjamin Statler,\N,\N,"producer,writer,director","tt1591479,tt3253624,tt1876330,tt1605782"
nm3789785,Siddharth Singh,\N,\N,"writer,music_department,director","tt13751694,tt3735246,tt2215477,tt5935704"
nm3790615,Chris Crow,1972,\N,"visual_effects,director,writer","tt3520714,tt1595838,tt2320073,tt4119122"
nm3791797,Rupinder Chahal,\N,\N,"writer,assistant_director,director","tt11024528,tt39387317,tt22297578,tt1596721"
nm3792134,Aneesh Chaganty,\N,\N,"writer,director,producer","tt7668870,tt8633478,tt10855768,tt37171118"
nm3792864,Lindsay LaVanchy,\N,\N,"actress,writer,producer","tt36463894,tt7397098,tt3921180,tt1378167"
nm3796250,Su-min Park,\N,\N,"writer,director","tt3030838,tt32491690,tt2297164"
nm3796645,Tolga Karaçelik,1981,\N,"director,producer,writer","tt4309356,tt7318202,tt1753866,tt1597108"
nm3797575,Srijit Mukherji,1977,\N,"director,writer,actor","tt10217550,tt7822320,tt4115752,tt10834986"
nm3798121,Filippo Bologna,\N,\N,"writer,director","tt4901306,tt1571206,tt6101820,tt11112784"
nm3798482,Mikhail Vrubel,\N,\N,"producer,writer","tt11905962,tt1569364,tt5844488,tt4731148"
nm3799146,Rostislav Krivitskiy,\N,\N,"writer,producer","tt1569364,tt33008426,tt1782570,tt9598232"
nm3799399,Vladimir Neklyudov,1965,\N,"producer,writer","tt1569364,tt33008426,tt13290612,tt29601060"
nm3799824,Su-jin Kang,\N,\N,writer,"tt8092252,tt0439654"
nm3800714,Joe Landes,\N,\N,writer,tt1600429
nm3805381,Elke de Gezelle,\N,\N,writer,"tt4340960,tt2313211,tt12459520,tt14384176"
nm3806726,Hitesh Kewalya,\N,\N,"writer,director,assistant_director","tt6971752,tt10309906,tt2062144,tt1479667"
nm3806890,Ryan Callaway,\N,\N,"director,writer,producer","tt7900528,tt27054622,tt34125607,tt6692264"
nm3807555,David Constantine,\N,\N,"writer,miscellaneous","tt3544082,tt2954132,tt1601949,tt13317750"
nm3807650,Burak Tarik,\N,\N,"writer,director,actor","tt3254884,tt15692520,tt3746910,tt1601823"
nm3809021,Alper Caglar,1981,\N,"producer,writer,editor","tt2471640,tt5813916,tt7158912,tt3345952"
nm3809228,Jon Chema,\N,\N,"camera_department,cinematographer,director","tt15571732,tt4574334,tt10986222"
nm3811052,Bahadir Boysal,1976,\N,"actor,writer",tt1601814
nm3814543,Chuo-Lun Ting,\N,\N,"script_department,assistant_director,writer","tt0080179,tt3606496,tt0110625,tt0076709"
nm3815061,Abe H. Schwartz,\N,\N,"writer,producer,director","tt10043660,tt1605644,tt8499820,tt21615702"
nm3815358,R.F.I. Porto,\N,\N,"writer,producer,miscellaneous","tt2027064,tt3739110"
nm3817317,Max Barbakow,\N,\N,"director,writer,producer","tt9484998,tt9860566,tt26491533,tt21822124"
nm3818919,Peeter Rebane,\N,\N,"producer,director,writer","tt4061620,tt4057480,tt4057470,tt3547770"
nm3821363,Matthew Fogel,\N,\N,"writer,composer,producer","tt6718170,tt5113044,tt3513498,tt9861122"
nm3822528,Will Collins,\N,\N,"writer,actor,producer","tt5198068,tt1865505,tt1608782,tt7829544"
nm3828631,Ali Yorgancioglu,1975,\N,"director,producer,writer","tt1610383,tt4234740,tt4778908,tt10446930"
nm3830462,Benton Connor,1986,\N,"art_department,writer,director","tt1710308,tt8019790,tt6095472,tt6994156"
nm3833540,Joe Varkle,\N,\N,"writer,producer,production_department","tt8195518,tt1400534"
nm3834122,Mosab Hassan Yousef,\N,\N,"writer,archive_footage","tt2304915,tt34881149,tt31190632,tt20723092"
nm3834300,Noah Oppenheim,1978,\N,"producer,writer,executive","tt1619029,tt32376165,tt1790864,tt3410834"
nm3835964,Dave Newberg,\N,\N,"producer,writer,director","tt18566094,tt10015286,tt6461568,tt8762206"
nm3838717,David Beton,\N,\N,"director,writer,producer","tt1992258,tt5351458,tt13152186,tt7329642"
nm3838981,Harish Dinkar,\N,\N,"assistant_director,casting_department,writer","tt1562871,tt9214772,tt37211457,tt12962362"
nm3839052,Daniel Réhn,\N,\N,"writer,director,soundtrack","tt39310840,tt4728582,tt0444985,tt21876846"
nm3840083,Kartar Singh Duggal,1917,2012,writer,tt0823451
nm3840714,John O'Brien,1960,1994,writer,"tt0113627,tt0101188"
nm3843863,Ahmed Sidhique,\N,\N,"actor,writer","tt3661976,tt1539997,tt35669060,tt36853425"
nm3843888,Thomas Piketty,1971,\N,"writer,archive_footage","tt5723056,tt4179074,tt3921454,tt1301103"
nm3844058,Joshua Newtonn,\N,\N,writer,"tt1522265,tt1539997"
nm3844906,Deedi Damodaran,\N,\N,"writer,actress","tt1327926,tt2355725,tt1539997"
nm3848723,Tom DeNucci,1984,\N,"actor,director,writer","tt32491447,tt23556408,tt6838918,tt3480446"
nm3848783,Jordan VanDina,\N,\N,"writer,director,producer","tt16532314,tt10994688,tt6951546,tt6390538"
nm3848973,R. Samala,\N,\N,"assistant_director,writer,director","tt5203734,tt2265381,tt1621994,tt14176094"
nm3849344,Panayu Kunvanlee,\N,\N,"editor,actor,writer","tt2603308,tt6293422,tt9737688,tt1869682"
nm3849565,Nawapol Thamrongrattanarit,1984,\N,"writer,director,producer","tt2417540,tt11316824,tt18357588,tt4964598"
nm3850358,Robert Milicevic,1956,\N,"miscellaneous,actor,director","tt0102975,tt0343818,tt0093894,tt0298814"
nm3850683,Kim Jun Ok,\N,\N,"director,writer,animation_department","tt7270562,tt2374051,tt14494346,tt4791170"
nm3853107,Aparajita,\N,\N,writer,tt1202540
nm3853396,Tom George,\N,\N,"producer,writer,assistant_director","tt5613018,tt20420628,tt6038042,tt9904802"
nm3853714,Ayman El Gazwy,\N,\N,"producer,director,cinematographer","tt1623011,tt2551646,tt9353426,tt2551652"
nm3854210,Antoine Salomé,\N,\N,"actor,writer,editorial_department","tt10307724,tt9288726,tt16987062,tt2795848"
nm3857221,Marvin Willson,\N,\N,"writer,producer,director","tt4072226,tt2265163,tt1884369,tt5065872"
nm3859320,Jay Zaretsky,\N,\N,"miscellaneous,writer,producer","tt6131450,tt8786654,tt27729620,tt30980485"
nm3859342,Lijo Jose Pellissery,1979,\N,"director,actor,writer","tt8721556,tt15477504,tt12625756,tt7231194"
nm3861701,Shahzad Nawaz,\N,\N,"actor,writer,art_director","tt2429144,tt32633659,tt31101808,tt35748170"
nm3864204,Jesse Studenberg,\N,\N,writer,tt1633356
nm3865589,Pradhuman Singh,\N,\N,"actor,writer,director","tt1629391,tt12998076,tt6972140,tt9096108"
nm3866538,Aron Lehmann,1981,\N,"director,writer,actor","tt7776838,tt4766604,tt2214952,tt10506510"
nm3867801,Burak Arliel,1976,\N,"director,editor,visual_effects","tt3521192,tt0263438,tt0116231,tt13562418"
nm3870757,Chintan Gandhi,\N,\N,"writer,actor,music_department","tt10598156,tt3696192,tt1370429,tt12753390"
nm3870994,Pankaj Batra,\N,\N,"director,writer,producer","tt7762982,tt5929890,tt9176136,tt10984686"
nm3871075,Abhijeet Shirish Deshpande,\N,\N,"writer,director,actor","tt13491110,tt22489564,tt0315642,tt8784906"
nm3872326,Hiroshi Sakurazaka,\N,\N,writer,"tt1631867,tt5617712,tt36148135"
nm3875183,Timur Zhaksylykov,\N,\N,"writer,actor","tt3173594,tt7985648,tt1494812,tt1677719"
nm3877467,Ruben Rodriguez,\N,\N,"director,producer,writer","tt8840224,tt4490348,tt4942694,tt1783414"
nm3879509,Lawrie Brewster,\N,\N,"producer,director,editor","tt28608909,tt26245454,tt8339704,tt5127192"
nm3881804,Adam Hlavac,\N,\N,"visual_effects,camera_department,producer","tt1877832,tt0831387,tt0478970,tt1392190"
nm3881964,Chris Hickey,\N,\N,"cinematographer,director,editor","tt1841450,tt1638894,tt1856743,tt4078794"
nm3882125,Chris Rymer,\N,\N,"actor,writer,visual_effects","tt1071875,tt1638894,tt1298650,tt0990407"
nm3882793,K.D. Satyam,\N,\N,"writer,director,producer","tt5216810,tt1643224,tt2156785,tt7281264"
nm3884127,Gregg Hurwitz,1973,\N,"writer,producer","tt4572792,tt4468838,tt4030704,tt1307824"
nm3884562,Jayme Laforest,\N,\N,"writer,producer,director","tt1644580,tt2398276,tt4264426,tt6318848"
nm3885069,Arash Amel,\N,\N,"writer,producer,executive","tt5177120,tt2368254,tt11242162,tt2095649"
nm3885141,J.R. Reher,1978,\N,"writer,producer,director","tt6102104,tt5419890,tt1694021,tt8461040"
nm3886357,Nail Pelivan,1986,\N,"writer,editor,director","tt2530384,tt2181662,tt2530612,tt2530620"
nm3889354,Gustavo Hernández,\N,\N,"director,writer,producer","tt7158686,tt1646973,tt35956182,tt11999966"
nm3890871,John-Henry Butterworth,1976,\N,"writer,producer,script_department","tt1631867,tt1950186,tt0977855,tt1462764"
nm3892733,Chayanop Boonprakob,\N,\N,"director,writer,composer","tt33636006,tt6293422,tt5084388,tt9737688"
nm3892831,Nottapon Boonprakob,\N,\N,"camera_department,director,writer","tt10985730,tt11508438,tt5084388,tt1642017"
nm3893748,Stephen Reynolds,\N,\N,"director,writer,editor","tt1700279,tt1629741,tt2572632,tt11575952"
nm3894059,Amir Ohebsion,\N,\N,"writer,producer,actor","tt20672952,tt20722458,tt20852558,tt3135556"
nm3894144,Jesse Handsher,\N,\N,"director,writer,producer","tt4109206,tt8841814,tt1831806"
nm3894671,Domenic Migliore,1990,\N,"writer,director,editor","tt4382456,tt2084093"
nm3896104,Marcus Graves,\N,\N,director,tt1325723
nm3898097,Andy Raymer,\N,\N,"writer,producer","tt25502382,tt1650536,tt38234579,tt39794915"
nm3902730,Andrew Droz Palermo,\N,\N,"cinematographer,director,writer","tt9243804,tt6265828,tt20969586,tt10234724"
nm3902889,Anil Ravipudi,1982,\N,"writer,director,assistant_director","tt21810110,tt10773090,tt8188610,tt5701082"
nm3905562,Ronan Blaney,\N,\N,"writer,producer","tt6624144,tt3612232,tt3339680,tt1939744"
nm3908656,Giacomo Gensini,\N,\N,writer,"tt2250282,tt4384314,tt3923572,tt1425253"
nm3910829,Sohan Roy,\N,\N,"producer,director,music_department","tt1656171,tt6813702,tt2184267,tt2527238"
nm3913565,Bill O'Malley,\N,\N,writer,tt1333125
nm3913658,Alexey Omelchuk,\N,\N,"composer,writer,music_department","tt0478737,tt1655435,tt1675746,tt15452912"
nm3914804,Eva Cao,\N,\N,"producer,writer,miscellaneous","tt1667150,tt2992152,tt5929292,tt2479726"
nm3916877,Siwawut Sewatanon,\N,\N,"assistant_director,writer,director","tt13446168,tt8824648,tt9214598,tt1869682"
nm3917324,Yuniko Ayana,\N,\N,"writer,soundtrack","tt4307880,tt10479420,tt5463096,tt5595178"
nm3917450,Freddy Syborn,\N,\N,"writer,producer,director","tt9095994,tt14129418,tt7350790,tt2337840"
nm3918508,Saad Adam,\N,\N,"director,cinematographer,editor","tt1863408,tt1665011"
nm3918746,Henry Hobson,\N,\N,"miscellaneous,director,art_department","tt1881002,tt1735898,tt0955308,tt1438176"
nm3919354,Laurent Hadida,\N,\N,"producer,writer,executive","tt0938330,tt8956156,tt6268152,tt6960736"
nm3929775,Michael Redhill,1966,\N,writer,"tt1666335,tt7617036"
nm3930165,Alex Thompson,\N,\N,"director,producer,writer","tt30321095,tt9016016,tt14181328,tt4973806"
nm3930458,Rob York,\N,\N,"producer,editorial_department,editor","tt5361488,tt22021238,tt34107852,tt7379476"
nm3931175,Lorene Lacey,\N,\N,writer,"tt1663628,tt6145690"
nm3932445,Isabel Bassett,\N,\N,"writer,actress","tt13863334,tt0970452,tt11576124,tt26999006"
nm3935670,Ismaël Sy Savané,\N,\N,"writer,actor,composer","tt2368619,tt12808182,tt1937133,tt2787824"
nm3936005,Antoine Thomas,\N,\N,"director,animation_department,assistant_director","tt1664664,tt27427511,tt2211880,tt12826924"
nm3936313,Corynn Egreczky,\N,\N,"actress,director,writer","tt3118920,tt1661041,tt3589522,tt4039620"
nm3936368,Kim Hyeong-joon,\N,\N,"director,writer","tt1662557,tt2365847,tt39068271,tt33312028"
nm3938871,Brian Frager,1987,\N,"producer,cinematographer,director","tt3513500,tt3558622,tt10573124,tt1697661"
nm3939043,Eliane Carneiro Ribeiro,\N,\N,writer,tt1352393
nm3939975,Tim Carter,\N,\N,"producer,writer,director","tt5481404,tt3816458,tt2241982,tt1670269"
nm3940352,Karim Chériguène,1976,\N,"writer,script_department,miscellaneous","tt12181500,tt7738980,tt5435666,tt2242176"
nm3944351,Piotr Marciniak,1982,\N,"writer,actor,director","tt13452538,tt2602066,tt27441473,tt3220192"
nm3946993,Joseph Michael,\N,\N,"camera_department,director,cinematographer","tt0903624,tt1170358,tt2310332,tt1687247"
nm3949903,Lukas Feigelfeld,\N,\N,"miscellaneous,director,writer","tt7323600,tt7160372,tt3071070,tt2315050"
nm3949961,Steve Dressler,\N,\N,"actor,writer","tt1667061,tt4875960,tt3382770,tt5314484"
nm3951039,Chris Lofing,\N,\N,"producer,director,editor","tt2309260,tt7473716,tt8676446,tt14657190"
nm3951121,Dominique Gauriaud,\N,\N,"composer,writer,music_department","tt0386695,tt7029854,tt31158398,tt2293138"
nm3951225,Ben Parker,\N,\N,"writer,director,producer","tt5167934,tt9026184,tt2017583,tt13063384"
nm3952461,Antonio Padovan,\N,\N,"director,writer,assistant_director","tt2561812,tt6873546,tt1675186,tt10066040"
nm3953317,Eric LeBlanc,\N,\N,"actor,writer,producer","tt1520211,tt6450662,tt3101140,tt3025654"
nm3954501,Walter Taylaur,\N,\N,"director,producer,writer","tt22740250,tt4551178,tt4527090,tt8607728"
nm3954698,Alan Smithy,\N,\N,writer,tt1664664
nm3955350,Alana Smithy,\N,\N,writer,tt1664664
nm3957323,Leonora Lim-Moore,\N,\N,"actress,writer,director","tt5086760,tt2091884,tt5541058,tt3223180"
nm3957631,Fangjin Song,\N,\N,writer,"tt13885398,tt6643972,tt7649874,tt1674569"
nm3961014,Shaun Grant,\N,\N,"writer,producer,actor","tt13694628,tt3335606,tt1680114,tt4844140"
nm3961753,Amr Samir Atef,1971,\N,writer,"tt1650844,tt12204810,tt4969748,tt38518572"
nm3962028,Kushal Srivastava,\N,\N,"director,producer,writer","tt6275262,tt15245556,tt36643714,tt13464572"
nm3964043,Martin Prakkat,\N,\N,"writer,producer,director","tt5082014,tt11604676,tt1680306,tt34388152"
nm3965248,Maximilian Elfeldt,\N,\N,"producer,cinematographer,production_department","tt9341628,tt16611138,tt3797142,tt13036930"
nm3965884,Mark Byers,\N,\N,"composer,music_department,miscellaneous","tt4799050,tt8637428,tt2314824,tt1985199"
nm3966115,Dan Abnett,1965,\N,"writer,director,actor","tt2015381,tt3896198,tt3391132,tt6907170"
nm3966227,Jordan Scott,\N,\N,"writer,miscellaneous,director","tt6284256,tt1794997,tt6658678,tt5624250"
nm3967762,Mitch McLeod,\N,\N,"producer,writer,director","tt8200742,tt19785624,tt5012910,tt5784356"
nm3968338,Siwei Cui,\N,\N,"writer,director,producer","tt9742422,tt8755316,tt0851515,tt5813366"
nm3969329,Miles Doleac,1975,\N,"actor,producer,director","tt3827684,tt10358198,tt16533122,tt4421578"
nm3971343,Gopi Puthran,\N,\N,"writer,director,assistant_director","tt3495000,tt5668770,tt26626214,tt1606267"
nm3973341,Rob Pallatina,\N,\N,"editor,producer,director","tt11348164,tt8760550,tt8235966,tt5371922"
nm3973650,Damon Syson,\N,\N,writer,tt2766268
nm3973908,Rich Mallery,\N,\N,"script_department,producer,writer","tt26941512,tt32205160,tt29621846,tt32393406"
nm3976058,Nitin Upadhyaya,\N,\N,"producer,transportation_department,production_manager","tt6816654,tt27744786,tt15428134,tt5761544"
nm3976308,Joe Begos,\N,\N,"director,writer,producer","tt22042742,tt9026524,tt9894470,tt4567486"
nm3976375,Sun Liu,\N,\N,writer,"tt0068000,tt13750998"
nm3980908,Marlan Moore,\N,\N,"writer,miscellaneous,production_department","tt5095466,tt11100658,tt9316078,tt5969696"
nm3981016,Mick Sands,\N,\N,"writer,producer,actor","tt6094746,tt3121860,tt4862506,tt10133230"
nm3981109,Patrick DeWitt,\N,\N,"writer,actor,producer","tt1687281,tt4971344,tt10279362,tt14054416"
nm3986004,Dustin T. Benson,\N,\N,writer,tt3774802
nm3986026,Melissa Leilani Larson,\N,\N,"writer,producer","tt3735554,tt8581198,tt5604096,tt5325152"
nm3986275,Malachi Cull,\N,\N,"visual_effects,camera_department,producer","tt7056948,tt8671462,tt10637846,tt13521900"
nm3986865,Vanessa Nöcker,\N,\N,"producer,director,writer","tt10322274,tt29245904,tt26009272,tt8225174"
nm3989251,Vikram Singh,\N,\N,"writer,director,script_department","tt1692233,tt21437944,tt4024210,tt8660738"
nm3989714,Kyle Cooper,\N,\N,"writer,producer,director","tt30851437,tt8438110,tt1588878,tt21080148"
nm3990128,Ambar Hadap,\N,\N,"writer,actor","tt13781118,tt6588966,tt11977528,tt7070706"
nm3990486,Anne Elvedal,\N,\N,"writer,director","tt6710454,tt11204154,tt3699432,tt8941316"
nm3990580,Gopichand Malineni,1979,\N,"director,writer,assistant_director","tt8302382,tt15387190,tt32223398,tt2654480"
nm3993149,Gippy Grewal,1983,\N,"actor,producer,writer","tt9537346,tt16867396,tt35402446,tt6705612"
nm3996912,Nicolas Aaron Mezzanatto,\N,\N,"writer,director,assistant_director","tt2078549,tt6684714,tt1769380,tt1656197"
