tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0100514,movie,The Rookie,The Rookie,0,1990,\N,120,"Action,Crime,Drama"
tt0100608,movie,The Shrimp on the Barbie,The Shrimp on the Barbie,0,1990,\N,90,Comedy
tt0100611,movie,Sibling Rivalry,Sibling Rivalry,0,1990,\N,87,Comedy
tt0100649,movie,Solar Crisis,Solar Crisis,0,1990,\N,112,"Sci-Fi,Thriller"
tt0100681,movie,Everybody's Fine,Stanno tutti bene,0,1990,\N,118,Drama
tt0100747,movie,Auntie Danielle,Tatie Danielle,0,1990,\N,110,"Comedy,Drama,Romance"
tt0100814,movie,Tremors,Tremors,0,1990,\N,96,"Comedy,Horror"
tt0100904,movie,Watchers II,Watchers II,0,1990,\N,101,"Horror,Sci-Fi"
tt0100911,movie,"Welcome Home, Roxy Carmichael","Welcome Home, Roxy Carmichael",0,1990,\N,95,"Comedy,Drama"
tt0100975,movie,Xtro II: The Second Encounter,Xtro II: The Second Encounter,0,1991,\N,92,"Action,Drama,Fantasy"
tt0100991,movie,Hiruko the Goblin,Yôkai hantâ: Hiruko,0,1991,\N,89,"Comedy,Fantasy,Horror"
tt0101256,movie,976-Evil II,976-Evil II,0,1991,\N,93,Horror
tt0101258,movie,Days of Being Wild,Ah fei jing juen,0,1990,\N,94,"Crime,Drama,Romance"
tt0101264,movie,"Abraxas, Guardian of the Universe",Abraxas: Guardian of the Universe,0,1990,\N,87,"Action,Drama,Sci-Fi"
tt0101268,movie,Across the Tracks,Across the Tracks,0,1990,\N,100,"Drama,Sport"
tt0101309,movie,Alligator II: The Mutation,Alligator II: The Mutation,0,1991,\N,94,"Horror,Sci-Fi"
tt0101327,movie,American Shaolin,American Shaolin,0,1991,\N,106,Action
tt0101414,movie,Beauty and the Beast,Beauty and the Beast,0,1991,\N,84,"Animation,Family,Fantasy"
tt0101428,movie,La belle noiseuse,La belle noiseuse,0,1991,\N,238,Drama
tt0101453,movie,Billy Bathgate,Billy Bathgate,0,1991,\N,106,"Crime,Drama,Thriller"
tt0101455,movie,Bingo,Bingo,0,1991,\N,89,"Adventure,Comedy,Family"
tt0101492,movie,Body Parts,Body Parts,0,1991,\N,88,"Horror,Sci-Fi,Thriller"
tt0101507,movie,Boyz n the Hood,Boyz n the Hood,0,1991,\N,112,"Crime,Drama"
tt0101523,movie,The Butcher's Wife,The Butcher's Wife,0,1991,\N,107,"Comedy,Fantasy,Romance"
tt0101526,movie,Children of Nature,Börn náttúrunnar,0,1991,\N,82,"Drama,Romance"
tt0101597,movie,Closet Land,Closet Land,0,1990,\N,89,"Drama,Thriller"
tt0101605,movie,The Commitments,The Commitments,0,1991,\N,118,"Comedy,Drama,Music"
tt0101615,movie,Cool as Ice,Cool as Ice,0,1991,\N,91,"Comedy,Drama,Music"
tt0101627,movie,Critters 3,Critters 3,0,1991,\N,86,"Comedy,Horror,Sci-Fi"
tt0101649,movie,Thalapathi,Thalapathi,0,1991,\N,157,"Action,Crime,Drama"
tt0101660,movie,The Dark Backward,The Dark Backward,0,1991,\N,101,Comedy
tt0101675,movie,Dead Space,Dead Space,0,1991,\N,72,"Horror,Sci-Fi"
tt0101698,movie,Defending Your Life,Defending Your Life,0,1991,\N,112,"Comedy,Drama,Fantasy"
tt0101701,movie,Delirious,Delirious,0,1991,\N,96,"Comedy,Fantasy"
tt0101725,movie,Diary of a Hitman,Diary of a Hitman,0,1991,\N,90,"Crime,Drama"
tt0101732,movie,Dil Aashna Hai (...The Heart Knows),Dil Aashna Hai (...The Heart Knows),0,1992,\N,164,"Drama,Romance"
tt0101761,movie,The Doors,The Doors,0,1991,\N,140,"Biography,Drama,Music"
tt0101775,movie,Drop Dead Fred,Drop Dead Fred,0,1991,\N,103,"Comedy,Drama,Fantasy"
tt0101864,movie,Crazy Safari,Fei Chow woo sheung,0,1991,\N,96,"Comedy,Fantasy"
tt0101917,movie,Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,0,1991,\N,89,"Fantasy,Horror"
tt0101921,movie,Fried Green Tomatoes,Fried Green Tomatoes,0,1991,\N,130,Drama
tt0101985,movie,A Brighter Summer Day,Guling jie shaonian sharen shijian,0,1991,\N,237,"Crime,Drama,Romance"
tt0101988,movie,Guyver,Guyver,0,1991,\N,88,"Action,Comedy,Horror"
tt0102011,movie,"He Said, She Said","He Said, She Said",0,1991,\N,115,"Comedy,Drama,Romance"
tt0102015,movie,Hearts of Darkness: A Filmmaker's Apocalypse,Hearts of Darkness: A Filmmaker's Apocalypse,0,1991,\N,96,Documentary
tt0102095,movie,If Looks Could Kill,If Looks Could Kill,0,1991,\N,88,"Action,Comedy"
tt0102138,movie,JFK,JFK,0,1991,\N,189,"Drama,History,Thriller"
tt0102164,movie,Johnny Stecchino,Johnny Stecchino,0,1991,\N,102,"Comedy,Crime,Romance"
tt0102258,movie,Lamhe,Lamhe,0,1991,\N,187,"Drama,Musical,Romance"
tt0102269,movie,Last Dance,Last Dance,0,1992,\N,83,Thriller
tt0102340,movie,Love Crimes,Love Crimes,0,1992,\N,90,"Romance,Thriller"
tt0102343,movie,Love Potion No. 9,Love Potion No. 9,0,1992,\N,92,"Comedy,Fantasy,Romance"
tt0102351,movie,Lucky Luke,Lucky Luke,0,1991,\N,92,"Comedy,Western"
tt0102388,movie,The Man in the Moon,The Man in the Moon,0,1991,\N,99,"Drama,Romance"
tt0102395,movie,Mannequin: On the Move,Mannequin: On the Move,0,1991,\N,95,"Comedy,Fantasy,Romance"
tt0102421,movie,Mother,Mayrig,0,1991,\N,157,Drama
tt0102443,movie,A Midnight Clear,A Midnight Clear,0,1992,\N,108,"Drama,War"
tt0102469,movie,Mortal Thoughts,Mortal Thoughts,0,1991,\N,103,"Mystery,Thriller"
tt0102569,movie,A Nymphoid Barbarian in Dinosaur Hell,A Nymphoid Barbarian in Dinosaur Hell,0,1990,\N,82,"Adventure,Fantasy,Horror"
tt0102583,movie,"Olivier, Olivier","Olivier, Olivier",0,1992,\N,110,"Adventure,Crime,Drama"
tt0102587,movie,Only Yesterday,Omohide poro poro,0,1991,\N,119,"Animation,Drama,Romance"
tt0102593,movie,One Good Cop,One Good Cop,0,1991,\N,114,"Action,Crime,Drama"
tt0102701,movie,Prahaar: The Final Attack,Prahaar: The Final Attack,0,1991,\N,151,"Action,Crime,Drama"
tt0102721,movie,Proof,Proof,0,1991,\N,86,"Drama,Romance"
tt0102741,movie,Queens Logic,Queens Logic,0,1991,\N,100,"Comedy,Drama"
tt0102782,movie,Return to the Blue Lagoon,Return to the Blue Lagoon,0,1991,\N,102,"Adventure,Drama,Romance"
tt0102800,movie,Robot Jox,Robot Jox,0,1989,\N,85,"Action,Sci-Fi,Thriller"
tt0102815,movie,Controlled Conversations,Rozmowy kontrolowane,0,1991,\N,93,Comedy
tt0102816,movie,Center Stage,Ruan Lingyu,0,1991,\N,126,"Biography,Drama,Romance"
tt0102848,movie,Scanners II: The New Order,Scanners II: The New Order,0,1991,\N,104,"Action,Horror,Sci-Fi"
tt0102849,movie,Scenes from a Mall,Scenes from a Mall,0,1991,\N,89,Comedy
tt0102910,movie,Shock 'Em Dead,Shock 'Em Dead,0,1990,\N,93,"Horror,Music,Thriller"
tt0102913,movie,Shout,Shout,0,1991,\N,89,"Drama,Music,Romance"
tt0102926,movie,The Silence of the Lambs,The Silence of the Lambs,0,1991,\N,118,"Crime,Drama,Horror"
tt0102943,movie,Slacker,Slacker,0,1990,\N,97,"Comedy,Drama"
tt0102996,movie,Strictly Business,Strictly Business,0,1991,\N,83,"Comedy,Romance"
tt0103010,movie,Surviving Desire,Surviving Desire,0,1992,\N,53,"Comedy,Drama,Romance"
tt0103016,movie,Switch,Switch,0,1991,\N,103,"Comedy,Fantasy"
tt0103030,movie,High Heels,Tacones lejanos,0,1991,\N,112,"Comedy,Drama,Romance"
tt0103077,movie,There's Nothing Out There,There's Nothing Out There,0,1991,\N,91,"Comedy,Horror"
tt0103111,movie,Hard to Die,Hard to Die,0,1990,\N,77,"Action,Comedy,Fantasy"
tt0103116,video,Trancers II,Trancers II,0,1991,\N,88,"Action,Horror,Sci-Fi"
tt0103130,movie,Trust,Trust,0,1990,\N,107,"Comedy,Crime,Drama"
tt0103157,movie,The Unborn,The Unborn,0,1991,\N,83,"Drama,Horror,Sci-Fi"
tt0103184,movie,V.I. Warshawski,V.I. Warshawski,0,1991,\N,89,"Action,Comedy,Crime"
tt0103186,movie,Cows,Vacas,0,1992,\N,96,"Drama,Mystery,Romance"
tt0103295,movie,Swordsman II,Siu ngo gong woo: Dung Fong Bat Bai,0,1992,\N,112,"Action,Comedy,Fantasy"
tt0103303,movie,Year of the Gun,Year of the Gun,0,1991,\N,111,"Action,Romance,Thriller"
tt0103596,movie,3 Ninjas,3 Ninjas,0,1992,\N,84,"Action,Comedy,Family"
tt0103671,movie,American Me,American Me,0,1992,\N,125,"Biography,Crime,Drama"
tt0103767,movie,Baraka,Baraka,0,1992,\N,96,Documentary
tt0103773,movie,Basket Case 3,Basket Case 3,0,1992,\N,90,"Comedy,Horror"
tt0103786,movie,Beethoven,Beethoven,0,1992,\N,87,"Comedy,Drama,Family"
tt0103791,movie,Belle Epoque,Belle Epoque,0,1992,\N,109,"Comedy,Drama,Romance"
tt0103848,movie,Blue Ice,Blue Ice,0,1992,\N,105,"Action,Mystery,Romance"
tt0103872,movie,Brain Donors,Brain Donors,0,1992,\N,80,Comedy
tt0103874,movie,Dracula,Bram Stoker's Dracula,0,1992,\N,128,"Fantasy,Horror,Romance"
tt0103888,movie,Brother's Keeper,Brother's Keeper,0,1992,\N,104,"Crime,Documentary,Mystery"
tt0103927,movie,Carry on Columbus,Carry on Columbus,0,1992,\N,91,"Action,Adventure,Comedy"
tt0103939,movie,Chaplin,Chaplin,0,1992,\N,143,"Biography,Comedy,Drama"
tt0103956,movie,Child's Play 3,Child's Play 3,0,1991,\N,90,"Horror,Thriller"
tt0103994,movie,Like Water for Chocolate,Como agua para chocolate,0,1992,\N,105,"Drama,Romance"
tt0104014,movie,All Ladies Do It,Così fan tutte,0,1992,\N,97,"Comedy,Drama"
tt0104027,movie,CrissCross,CrissCross,0,1992,\N,100,"Crime,Drama"
tt0104028,movie,The Black Bomber,Crni bombarder,0,1992,\N,116,Drama
tt0104036,movie,The Crying Game,The Crying Game,0,1992,\N,112,"Crime,Drama,Romance"
tt0104046,movie,Daens,Daens,0,1992,\N,138,"Biography,Drama,History"
tt0104082,movie,The Democratic Terrorist,Den demokratiske terroristen,0,1992,\N,96,"Action,Thriller"
tt0104114,movie,The Distinguished Gentleman,The Distinguished Gentleman,0,1992,\N,112,"Comedy,Crime"
tt0104135,movie,Double Trouble,Double Trouble,0,1992,\N,86,"Action,Comedy,Crime"
tt0104187,movie,Encino Man,Encino Man,0,1992,\N,88,Comedy
tt0104279,movie,Flodder in Amerika!,Flodder in Amerika!,0,1992,\N,120,"Comedy,Family"
tt0104299,movie,Freejack,Freejack,0,1992,\N,110,"Action,Crime,Sci-Fi"
tt0104350,movie,The Best Intentions,Den goda viljan,0,1992,\N,182,"Biography,Drama,Romance"
tt0104391,movie,Hard Hunted,Hard Hunted,0,1992,\N,97,"Action,Adventure,Crime"
tt0104409,movie,Hellraiser III: Hell on Earth,Hellraiser III: Hell on Earth,0,1992,\N,93,Horror
tt0104438,movie,Honeymoon in Vegas,Honeymoon in Vegas,0,1992,\N,96,"Comedy,Romance,Thriller"
tt0104466,movie,Husbands and Wives,Husbands and Wives,0,1992,\N,108,"Comedy,Drama,Romance"
tt0104553,movie,"All's Well, Ends Well",Ga yau hei si,0,1992,\N,100,"Comedy,Romance"
tt0104605,movie,Khiladi,Khiladi,0,1992,\N,157,"Action,Comedy,Musical"
tt0104652,movie,Porco Rosso,Kurenai no buta,0,1992,\N,94,"Adventure,Animation,Comedy"
tt0104658,movie,L.627,L.627,0,1992,\N,145,"Crime,Drama,Thriller"
tt0104662,movie,The Dark Side of the Heart,El lado oscuro del corazón,0,1992,\N,127,"Comedy,Drama,Romance"
tt0104694,movie,A League of Their Own,A League of Their Own,0,1992,\N,128,"Comedy,Drama,Sport"
tt0104706,tvMovie,Lessons of Darkness,Lektionen in Finsternis,0,1992,\N,54,"Documentary,War"
tt0104740,movie,Little Nemo: Adventures in Slumberland,Nimo,0,1989,\N,85,"Adventure,Animation,Comedy"
tt0104756,movie,Lorenzo's Oil,Lorenzo's Oil,0,1992,\N,129,"Biography,Drama"
tt0104759,movie,The Lost World,The Lost World,0,1992,\N,99,"Adventure,Fantasy,Sci-Fi"
tt0104761,movie,Lotta på Bråkmakargatan,Lotta på Bråkmakargatan,0,1992,\N,74,"Comedy,Family"
tt0104770,movie,Royal Tramp,Luk ding gei,0,1992,\N,110,"Action,Comedy,Crime"
tt0104782,movie,Leolo,Léolo,0,1992,\N,107,"Comedy,Drama,Fantasy"
tt0104797,movie,Malcolm X,Malcolm X,0,1992,\N,202,"Biography,Drama,History"
tt0104804,movie,Man Trouble,Man Trouble,0,1992,\N,100,"Comedy,Romance"
tt0104810,movie,Manufacturing Consent: Noam Chomsky and the Media,Manufacturing Consent: Noam Chomsky and the Media,0,1992,\N,167,"Biography,Documentary,War"
tt0104837,movie,Meatballs 4,Meatballs 4,0,1992,\N,84,Comedy
tt0104870,movie,Mikey,Mikey,0,1992,\N,92,"Horror,Thriller"
tt0104879,movie,Miracle Beach,Miracle Beach,0,1992,\N,88,"Comedy,Romance"
tt0104940,movie,The Muppet Christmas Carol,The Muppet Christmas Carol,0,1992,\N,85,"Comedy,Drama,Family"
tt0104969,movie,The Naked Truth,The Naked Truth,0,1992,\N,104,Comedy
tt0105046,movie,Of Mice and Men,Of Mice and Men,0,1992,\N,115,"Drama,Western"
tt0105059,movie,Only You,Only You,0,1992,\N,85,"Comedy,Romance"
tt0105089,movie,The Panama Deception,The Panama Deception,0,1992,\N,91,"Documentary,History,War"
tt0105104,movie,Passenger 57,Passenger 57,0,1992,\N,84,"Action,Crime,Thriller"
tt0105107,movie,Passion Fish,Passion Fish,0,1992,\N,135,Drama
tt0105137,movie,Piano Piano Kid,Piano Piano Bacaksiz,0,1991,\N,81,"Comedy,Drama,Family"
tt0105151,movie,The Player,The Player,0,1992,\N,124,"Comedy,Crime,Drama"
tt0105179,movie,Prom Night IV: Deliver Us from Evil,Prom Night IV: Deliver Us from Evil,0,1991,\N,92,"Horror,Thriller"
tt0105185,movie,Psy,Psy,0,1992,\N,104,"Action,Crime,Drama"
tt0105271,movie,Roja,Roja,0,1992,\N,137,"Drama,Musical,Romance"
tt0105287,movie,Sex and Zen,Yuk po tuen: Tau ching bo gam,0,1991,\N,99,"Comedy,Drama,Fantasy"
tt0105291,movie,Ruby,Ruby,0,1992,\N,110,"Biography,Crime,Drama"
tt0105322,movie,Scanners III: The Takeover,Scanners 3: The Takeover,0,1991,\N,101,"Action,Horror,Sci-Fi"
tt0105328,movie,Schtonk,Schtonk,0,1992,\N,115,"Comedy,Crime"
tt0105395,movie,Shootfighter: Fight to the Death,Shootfighter: Fight to the Death,0,1993,\N,96,Action
tt0105438,movie,Dream of Light,El sol del membrillo,0,1992,\N,133,Biography
tt0105477,movie,Stop! Or My Mom Will Shoot,Stop! Or My Mom Will Shoot,0,1992,\N,87,"Action,Comedy"
tt0105480,movie,Storyville,Storyville,0,1992,\N,113,"Drama,Mystery,Thriller"
tt0105488,movie,Strictly Ballroom,Strictly Ballroom,0,1992,\N,94,"Comedy,Drama,Music"
tt0105526,movie,The Taking of Beverly Hills,The Taking of Beverly Hills,0,1991,\N,96,"Action,Thriller"
tt0105597,movie,Timebomb,Timebomb,0,1991,\N,96,"Action,Drama,Sci-Fi"
tt0105602,movie,Tito and Me,Tito i ja,0,1992,\N,104,"Comedy,Drama,Romance"
tt0105616,movie,Tom and Jerry: The Movie,Tom and Jerry: The Movie,0,1992,\N,84,"Adventure,Animation,Comedy"
tt0105631,movie,Traces of Red,Traces of Red,0,1992,\N,105,"Crime,Drama,Mystery"
tt0105652,movie,Pushing Hands,Tui shou,0,1991,\N,105,"Comedy,Drama"
tt0105719,movie,The Vagrant,The Vagrant,0,1992,\N,91,"Comedy,Horror,Thriller"
tt0105750,movie,The Bohemian Life,La vie de bohème,0,1992,\N,103,"Comedy,Drama,Romance"
tt0105764,movie,Visions of Light,Visions of Light,0,1992,\N,92,"Documentary,History"
tt0105792,movie,Waxwork II: Lost in Time,Waxwork II: Lost in Time,0,1992,\N,104,"Comedy,Fantasy,Horror"
tt0105807,movie,When the Party's Over,When the Party's Over,0,1992,\N,114,"Comedy,Drama,Romance"
tt0105811,movie,Whispers in the Dark,Whispers in the Dark,0,1992,\N,103,"Drama,Mystery,Thriller"
tt0105871,movie,Year of the Comet,Year of the Comet,0,1992,\N,91,"Action,Adventure,Comedy"
tt0105888,movie,And Life Goes On,Zendegi va digar hich,0,1992,\N,95,"Adventure,Drama"
tt0106185,movie,The Innocent,The Innocent,0,1993,\N,119,Drama
tt0106257,movie,American Ninja 5,American Ninja 5,0,1993,\N,102,"Action,Comedy,Romance"
tt0106258,movie,American Samurai,American Samurai,0,1992,\N,94,Action
tt0106303,movie,Arctic Blue,Arctic Blue,0,1993,\N,95,"Action,Thriller"
tt0106330,movie,From Karkheh to Rhein,Az Karkheh ta Rhein,0,1993,\N,94,"Drama,War"
tt0106341,movie,Bad Boy Bubby,Bad Boy Bubby,0,1993,\N,114,"Comedy,Crime,Drama"
tt0106343,movie,The Bride with White Hair II,Bak fat moh lui zyun II,0,1993,\N,80,"Action,Fantasy,Romance"
tt0106379,movie,Being Human,Being Human,0,1994,\N,122,"Comedy,Drama"
tt0106393,movie,Best of the Best II,Best of the Best II,0,1993,\N,101,"Action,Crime,Drama"
tt0106400,movie,The Beverly Hillbillies,The Beverly Hillbillies,0,1993,\N,92,"Comedy,Family"
tt0106417,movie,Sailor Moon R: The Movie: The Promise of the Rose,Gekijô-ban - Bishôjo senshi Sêrâ Mûn R,0,1993,\N,61,"Action,Animation,Comedy"
tt0106438,movie,Blue,Blue,0,1993,\N,79,Biography
tt0106450,movie,Body Melt,Body Melt,0,1993,\N,81,"Comedy,Horror,Sci-Fi"
tt0106455,movie,Boiling Point,Boiling Point,0,1993,\N,92,"Action,Crime,Drama"
tt0106466,movie,Born Yesterday,Born Yesterday,0,1993,\N,100,"Comedy,Romance"
tt0106476,movie,Brandbilen som försvann,Brandbilen som försvann,0,1993,\N,90,"Crime,Drama,Thriller"
tt0106519,movie,Carlito's Way,Carlito's Way,0,1993,\N,144,"Crime,Drama,Thriller"
tt0106521,movie,Carnosaur,Carnosaur,0,1993,\N,83,"Horror,Sci-Fi"
tt0106557,movie,Children of the Corn II: The Final Sacrifice,Children of the Corn II: The Final Sacrifice,0,1992,\N,92,"Horror,Thriller"
tt0106579,movie,"Clean, Shaven","Clean, Shaven",0,1993,\N,79,"Crime,Drama,Thriller"
tt0106655,movie,Damini,Damini,0,1993,\N,175,"Crime,Drama"
tt0106684,movie,Deadfall,Deadfall,0,1993,\N,98,"Crime,Drama"
tt0106701,movie,Dennis the Menace,Dennis the Menace,0,1993,\N,94,"Comedy,Family"
tt0106753,movie,Doppelganger,Doppelganger,0,1993,\N,104,"Horror,Romance,Thriller"
tt0106761,movie,Double Dragon,Double Dragon,0,1994,\N,96,"Action,Adventure,Comedy"
tt0106779,movie,The Dream House,Drömkåken,0,1993,\N,101,Comedy
tt0106873,movie,Fatal Instinct,Fatal Instinct,0,1993,\N,91,"Comedy,Crime,Thriller"
tt0106877,movie,Father Hood,Father Hood,0,1993,\N,95,"Adventure,Comedy,Crime"
tt0106881,movie,Fearless,Fearless,0,1993,\N,122,"Drama,Thriller"
tt0106913,movie,Fire on the Amazon,Fire on the Amazon,0,1993,\N,87,"Action,Adventure,Drama"
tt0106950,movie,Fortress,Fortress,0,1992,\N,95,"Action,Crime,Sci-Fi"
tt0107007,movie,Gettysburg,Gettysburg,0,1993,\N,254,"Drama,History,War"
tt0107009,movie,Ghost in the Machine,Ghost in the Machine,0,1993,\N,95,"Horror,Sci-Fi,Thriller"
tt0107048,movie,Groundhog Day,Groundhog Day,0,1993,\N,101,"Comedy,Drama,Fantasy"
tt0107107,movie,Hexed,Hexed,0,1993,\N,90,"Comedy,Crime,Mystery"
tt0107130,movie,A Home of Our Own,A Home of Our Own,0,1993,\N,104,"Biography,Drama"
tt0107147,movie,A House in the Hills,A House in the Hills,0,1993,\N,95,"Romance,Thriller"
tt0107156,movie,The Wedding Banquet,Xi yan,0,1993,\N,106,"Comedy,Drama,Romance"
tt0107157,movie,The Puppetmaster,Xi meng ren sheng,0,1993,\N,142,"Biography,Drama,War"
tt0107166,movie,Hum Hain Rahi Pyar Ke,Hum Hain Rahi Pyar Ke,0,1993,\N,163,"Comedy,Drama,Romance"
tt0107207,movie,In the Name of the Father,In the Name of the Father,0,1993,\N,133,"Biography,Crime,Drama"
tt0107209,movie,"Faraway, So Close!","In weiter Ferne, so nah!",0,1993,\N,140,"Drama,Fantasy,Romance"
tt0107282,movie,The Joy Luck Club,The Joy Luck Club,0,1993,\N,139,Drama
tt0107290,movie,Jurassic Park,Jurassic Park,0,1993,\N,127,"Action,Adventure,Sci-Fi"
tt0107311,movie,Khalnayak,Khal Nayak,0,1993,\N,190,"Action,Adventure,Crime"
tt0107321,movie,King Uncle,King Uncle,0,1993,\N,171,"Comedy,Drama,Family"
tt0107330,movie,Little Sharks,Kleine Haie,0,1992,\N,87,"Comedy,Romance"
tt0107333,movie,Knights,Knights,0,1993,\N,90,"Action,Adventure,Sci-Fi"
tt0107358,movie,The Blue Kite,Lan feng zheng,0,1993,\N,140,"Drama,History"
tt0107387,movie,Leprechaun,Leprechaun,0,1992,\N,92,"Comedy,Fantasy,Horror"
tt0107472,movie,"The Wonderful, Horrible Life of Leni Riefenstahl",Die Macht der Bilder: Leni Riefenstahl,0,1993,\N,183,"Biography,Documentary,History"
tt0107478,movie,Made in America,Made in America,0,1993,\N,111,Comedy
tt0107507,movie,Manhattan Murder Mystery,Manhattan Murder Mystery,0,1993,\N,104,"Comedy,Mystery"
tt0107611,movie,Mr. Jones,Mr. Jones,0,1993,\N,114,"Drama,Romance"
tt0107613,movie,Mr. Wonderful,Mr. Wonderful,0,1993,\N,98,"Comedy,Romance"
tt0107623,movie,The Music of Chance,The Music of Chance,0,1993,\N,98,Drama
tt0107625,movie,Mother's Day,Muttertag,0,1993,\N,95,Comedy
tt0107692,movie,Ninja Scroll,Jûbê ninpûchô,0,1993,\N,94,"Action,Adventure,Animation"
tt0107719,movie,The Nutcracker,The Nutcracker,0,1991,\N,92,"Family,Fantasy,Music"
tt0107756,movie,Orlando,Orlando,0,1992,\N,94,"Biography,Drama,Fantasy"
tt0107819,movie,Philadelphia Experiment II,Philadelphia Experiment II,0,1993,\N,97,"Action,Adventure,Sci-Fi"
tt0107863,movie,Posse,Posse,0,1993,\N,111,"Drama,Western"
tt0107870,movie,Prehysteria!,Prehysteria!,0,1993,\N,84,"Adventure,Comedy,Family"
tt0107894,movie,Psycho Cop Returns,Psycho Cop Returns,0,1993,\N,80,"Action,Drama,Horror"
tt0107920,movie,Raining Stones,Raining Stones,0,1993,\N,90,"Comedy,Drama"
tt0107927,movie,The Real McCoy,The Real McCoy,0,1993,\N,105,"Crime,Drama,Thriller"
tt0107930,movie,Reckless Kelly,Reckless Kelly,0,1993,\N,80,Comedy
tt0107953,movie,Return of the Living Dead III,Return of the Living Dead III,0,1993,\N,97,Horror
tt0108053,movie,Schramm,Schramm,0,1993,\N,65,"Drama,Horror"
tt0108101,movie,Shadowlands,Shadowlands,0,1993,\N,131,"Biography,Drama,Romance"
tt0108137,movie,The Silver Brumby,The Silver Brumby,0,1993,\N,93,"Drama,Family"
tt0108148,movie,Iron Monkey,Siu nin Wong Fei Hung chi: Tit ma lau,0,1993,\N,85,"Action,Crime,Drama"
tt0108162,movie,Sliver,Sliver,0,1993,\N,107,"Drama,Thriller"
tt0108176,movie,Remote Control,Sódóma Reykjavík,0,1992,\N,78,"Comedy,Crime"
tt0108186,movie,Son in Law,Son in Law,0,1993,\N,95,"Comedy,Drama,Romance"
tt0108187,movie,Son of the Pink Panther,Son of the Pink Panther,0,1993,\N,93,"Comedy,Crime"
tt0108194,movie,Sose halunk meg,Sose halunk meg,0,1993,\N,95,"Comedy,Drama"
tt0108211,movie,Stalingrad,Stalingrad,0,1993,\N,134,"Drama,War"
tt0108255,movie,Super Mario Bros.,Super Mario Bros.,0,1993,\N,104,"Adventure,Comedy,Family"
tt0108258,movie,Surf Ninjas,Surf Ninjas,0,1993,\N,87,"Action,Adventure,Comedy"
tt0108275,movie,The Searchers,(Sökarna),0,1993,\N,108,"Action,Crime,Drama"
tt0108277,movie,TC 2000,TC 2000,0,1993,\N,95,"Action,Sci-Fi"
tt0108311,movie,The Temp,The Temp,0,1993,\N,96,"Drama,Thriller"
tt0108339,movie,Ticks,Ticks,0,1993,\N,85,"Horror,Sci-Fi"
tt0108350,movie,Night Terrors,Night Terrors,0,1993,\N,98,Horror
tt0108358,movie,Tombstone,Tombstone,0,1993,\N,130,"Biography,Drama,History"
tt0108394,movie,Three Colors: Blue,Trois couleurs: Bleu,0,1993,\N,98,"Drama,Music,Mystery"
tt0108447,movie,The Unnamable II: The Statement of Randolph Carter,The Unnamable II: The Statement of Randolph Carter,0,1992,\N,104,Horror
tt0108504,movie,For a Lost Soldier,Voor een verloren soldaat,0,1992,\N,92,"Drama,Romance,War"
tt0108515,movie,The War Room,The War Room,0,1993,\N,96,"Documentary,History"
tt0108551,movie,What's Love Got to Do with It,What's Love Got to Do with It,0,1993,\N,118,"Biography,Drama,Music"
tt0108565,movie,Wide Sargasso Sea,Wide Sargasso Sea,0,1993,\N,99,"Drama,Romance,Thriller"
tt0108569,movie,Wilder Napalm,Wilder Napalm,0,1993,\N,109,"Comedy,Drama,Fantasy"
tt0108574,movie,No More Mr. Nice Guy,Wir können auch anders...,0,1993,\N,92,Comedy
tt0108606,movie,Heroic Trio 2: Executioners,Yin doi hou hap zyun,0,1993,\N,101,"Action,Sci-Fi,Thriller"
tt0108633,movie,The Young Americans,The Young Americans,0,1993,\N,103,"Crime,Drama"
tt0109000,movie,00 Schneider - Jagd auf Nihil Baxter,00 Schneider - Jagd auf Nihil Baxter,0,1994,\N,90,Comedy
tt0109066,movie,Vive L'Amour,Ai qing wan sui,0,1994,\N,118,"Drama,Romance"
tt0109067,movie,The Air Up There,The Air Up There,0,1994,\N,107,"Comedy,Family,Sport"
tt0109098,movie,American Cyborg: Steel Warrior,American Cyborg: Steel Warrior,0,1993,\N,94,"Action,Sci-Fi"
tt0109117,movie,Andaz Apna Apna,Andaz Apna Apna,0,1994,\N,160,"Action,Comedy,Romance"
tt0109120,movie,Andre,Andre,0,1994,\N,94,"Adventure,Drama,Family"
tt0109144,movie,A.P.E.X.,A.P.E.X.,0,1994,\N,98,"Action,Sci-Fi"
tt0109277,movie,Sailor Moon S: The Movie - Hearts in Ice,Gekijô-ban - Bishôjo senshi Sêrâ Mûn S,0,1994,\N,60,"Action,Animation,Comedy"
tt0109288,movie,Blankman,Blankman,0,1994,\N,92,"Action,Comedy,Crime"
tt0109348,movie,Bullets Over Broadway,Bullets Over Broadway,0,1994,\N,98,"Comedy,Crime"
